source,target
UCLA,Non-Sanctioned 2019\Presidents' Day Invite 2019
UCLA,Non-Sanctioned 2019\Santa Barbara Invite 2019
UCLA,Non-Sanctioned 2019\Stanford Open 2019
UCLA,Non-Sanctioned 2019\Trouble in Vegas 2019
Southern California,Sanctioned 2019\Southwest D-I College Men's Regionals
Southern California,Sanctioned 2019\Southwest Dev College Men's CC
Southern California,Non-Sanctioned 2019\Presidents' Day Invite 2019
Southern California,Non-Sanctioned 2019\Santa Barbara Invite 2019
Southern California,Non-Sanctioned 2019\Trouble in Vegas 2019
Sanctioned 2019\South Central D-I College Men's Regionals,Texas A
Sanctioned 2019\South Central D-I College Men's Regionals,Texas State
Texas A,Sanctioned 2019\South Texas D-I College Men's CC
Texas A,Non-Sanctioned 2019\Centex 2019 (Men)
Texas A,Non-Sanctioned 2019\Florida Warm Up 2019
Texas A,Non-Sanctioned 2019\Huck Finn XXIII
Texas A,Non-Sanctioned 2019\Mardi Gras XXXII
Texas State,Sanctioned 2019\South Texas D-I College Men's CC
Texas State,Non-Sanctioned 2019\Big D in Little d (Open) 2019
Texas State,Non-Sanctioned 2019\Centex 2019 (Men)
Texas State,Non-Sanctioned 2019\Mardi Gras XXXII
Sanctioned 2019\South Central D-III College Men's Regionals,Trinity
Sanctioned 2019\South Central D-III College Men's Regionals,Rice
Trinity,Sanctioned 2019\Texas D-III College Men's CC
Trinity,Non-Sanctioned 2019\Centex 2019 (Men)
Trinity,Non-Sanctioned 2019\Mardi Gras XXXII
Rice,Sanctioned 2019\Texas D-III College Men's CC
Rice,Non-Sanctioned 2019\Big D in Little d (Open) 2019
Rice,Non-Sanctioned 2019\Centex 2019 (Men)
Sanctioned 2019\South New England D-III College Men's CC,Clark
Sanctioned 2019\South New England D-III College Men's CC,Worcester Polytech
Sanctioned 2019\South New England D-III College Men's CC,Providence College
Worcester Polytech,Non-Sanctioned 2019\Mill City Throwdown 2019
Worcester Polytech,Non-Sanctioned 2019\Tea Cup 2019
Sanctioned 2019\South Texas D-I College Men's CC,Sam Houston
Sanctioned 2019\South Texas D-I College Men's CC,Lamar
Sanctioned 2019\South Texas D-I College Men's CC,Houston
Sam Houston,Non-Sanctioned 2019\Big D in Little d (Open) 2019
Sam Houston,Non-Sanctioned 2019\Mardi Gras XXXII
Houston,Non-Sanctioned 2019\Centex 2019 (Men)
Sanctioned 2019\Southeast D-I College Men's Regionals,Kennesaw State
Sanctioned 2019\Southeast D-I College Men's Regionals,Emory
Sanctioned 2019\Southeast D-I College Men's Regionals,Georgia Tech
Sanctioned 2019\Southeast D-I College Men's Regionals,Tennessee
Kennesaw State,Sanctioned 2019\Southern Appalachian D-I College Men's CC
Kennesaw State,Non-Sanctioned 2019\Classic City Invite 2019
Kennesaw State,Non-Sanctioned 2019\Florida Warm Up 2019
Kennesaw State,Non-Sanctioned 2019\T-Town-Throwdown
Emory,Sanctioned 2019\Southern Appalachian D-I College Men's CC
Emory,Non-Sanctioned 2019\Carolina Kickoff 2019
Emory,Non-Sanctioned 2019\College Southerns XVIII
Emory,Non-Sanctioned 2019\Florida Warm Up 2019
Georgia Tech,Sanctioned 2019\Southeast Dev College Men's CC
Georgia Tech,Sanctioned 2019\Southern Appalachian D-I College Men's CC
Georgia Tech,Non-Sanctioned 2019\Carolina Kickoff 2019
Georgia Tech,Non-Sanctioned 2019\Classic City Invite 2019
Georgia Tech,Non-Sanctioned 2019\Easterns Qualifier 2019
Georgia Tech,Non-Sanctioned 2019\First Annual Jaxx Jamboree
Georgia Tech,Non-Sanctioned 2019\Tally Classic XIV
Tennessee,Sanctioned 2019\Southern Appalachian D-I College Men's CC
Tennessee,Non-Sanctioned 2019\Carolina Kickoff 2019
Tennessee,Non-Sanctioned 2019\Classic City Invite 2019
Tennessee,Non-Sanctioned 2019\Easterns Qualifier 2019
Tennessee,Non-Sanctioned 2019\Mid-Atlantic Warmup 2019
Tennessee,Non-Sanctioned 2019\Queen City Tune Up 2019 (Men)
Tennessee,Non-Sanctioned 2019\Tally Classic XIV
Sanctioned 2019\Southeast D-III College Men's Regionals,Belmont
Sanctioned 2019\Southeast D-III College Men's Regionals,Samford
Sanctioned 2019\Southeast D-III College Men's Regionals,Union
Belmont,Sanctioned 2019\Western Southeast D-III College Men's CC
Belmont,Non-Sanctioned 2019\First Annual Jaxx Jamboree
Belmont,Non-Sanctioned 2019\Music City Tune-Up 2019
Samford,Sanctioned 2019\Western Southeast D-III College Men's CC
Samford,Non-Sanctioned 2019\FCS D-III Tune Up 2019
Union,Sanctioned 2019\Western Southeast D-III College Men's CC
Union,Sanctioned 2019\ Hudson Valley D-III College Men's CC
Union,Non-Sanctioned 2019\First Annual Jaxx Jamboree
Union,Non-Sanctioned 2019\Music City Tune-Up 2019
Sanctioned 2019\Southern Appalachian D-I College Men's CC,Georgia State
Sanctioned 2019\Southern Appalachian D-I College Men's CC,Georgia Southern
Sanctioned 2019\Southern Appalachian D-I College Men's CC,Tennessee Tech
Georgia State,Non-Sanctioned 2019\Mardi Gras XXXII
Georgia State,Non-Sanctioned 2019\T-Town-Throwdown
Georgia State,Non-Sanctioned 2019\Tally Classic XIV
Georgia Southern,Non-Sanctioned 2019\College Southerns XVIII
Georgia Southern,Non-Sanctioned 2019\Easterns Qualifier 2019
Georgia Southern,Non-Sanctioned 2019\Royal Crown Classic 2019
Georgia Southern,Non-Sanctioned 2019\Tally Classic XIV
Tennessee Tech,Non-Sanctioned 2019\Shamrock Showdown 2019
Sanctioned 2019\Southwest D-III College Men's CC,Biola Univeristy
Sanctioned 2019\Southwest D-III College Men's CC,Occidental
Sanctioned 2019\Southwest D-III College Men's CC,Caltech
Biola Univeristy,Non-Sanctioned 2019\2019 SoCal Mixer
Occidental,Non-Sanctioned 2019\2019 SoCal Mixer
Occidental,Non-Sanctioned 2019\Stanford Open 2019
Occidental,Non-Sanctioned 2019\Trouble in Vegas 2019
Caltech,Non-Sanctioned 2019\2019 SoCal Mixer
Sanctioned 2019\Texas D-III College Men's CC,Dallas Baptist
Sanctioned 2019\Texas D-III College Men's CC,Abilene Christian
Sanctioned 2019\Texas D-III College Men's CC,Dallas
Sanctioned 2019\Texas D-III College Men's CC,Sul Ross
Dallas Baptist,Non-Sanctioned 2019\Dust Bowl 2019
Sul Ross,Non-Sanctioned 2019\Mardi Gras XXXII
Sanctioned 2019\Virginia D-I College Men's CC,Radford
Sanctioned 2019\Virginia D-I College Men's CC,Virginia Commonwealth
Sanctioned 2019\Virginia D-I College Men's CC,George Mason
Virginia Commonwealth,Non-Sanctioned 2019\Atlantic Coast Open 2019
Virginia Commonwealth,Non-Sanctioned 2019\Mid-Atlantic Warmup 2019
Virginia Commonwealth,Non-Sanctioned 2019\Oak Creek Challenge 2019
George Mason,Non-Sanctioned 2019\Atlantic Coast Open 2019
George Mason,Non-Sanctioned 2019\Easterns Qualifier 2019
George Mason,Non-Sanctioned 2019\Mid-Atlantic Warmup 2019
George Mason,Non-Sanctioned 2019\Oak Creek Invite 2019
Sanctioned 2019\West Penn D-III College Men's CC,Allegheny
Sanctioned 2019\West Penn D-III College Men's CC,Bucknell
Sanctioned 2019\West Penn D-III College Men's CC,Susquehanna
Sanctioned 2019\West Penn D-III College Men's CC,Dickinson
Susquehanna,Non-Sanctioned 2019\Garden State 9
Susquehanna,Non-Sanctioned 2019\Spring Awakening 8
Dickinson,Non-Sanctioned 2019\Garden State 9
Dickinson,Non-Sanctioned 2019\Spring Awakening 8
Sanctioned 2019\West Plains D-I College Men's CC,Iowa
Sanctioned 2019\West Plains D-I College Men's CC,Creighton
Sanctioned 2019\West Plains D-I College Men's CC,Northern Iowa
Sanctioned 2019\West Plains D-I College Men's CC,Nebraska
Iowa,Non-Sanctioned 2019\Midwest Throwdown 2019
Iowa,Non-Sanctioned 2019\Old Capitol Open 2019
Iowa,Non-Sanctioned 2019\Shamrock Showdown 2019
Creighton,Non-Sanctioned 2019\Old Capitol Open 2019
Northern Iowa,Non-Sanctioned 2019\Centex 2019 (Men)
Northern Iowa,Non-Sanctioned 2019\Illinois Invite 8
Northern Iowa,Non-Sanctioned 2019\Midwest Throwdown 2019
Nebraska,Non-Sanctioned 2019\Big D in Little d (Open) 2019
Nebraska,Non-Sanctioned 2019\Dust Bowl 2019
Nebraska,Non-Sanctioned 2019\Old Capitol Open 2019
Sanctioned 2019\West Plains D-III College Men's CC,Grinnell
Sanctioned 2019\West Plains D-III College Men's CC,Coe
Sanctioned 2019\West Plains D-III College Men's CC,Drake
Sanctioned 2019\West Plains D-III College Men's CC,Cornell College
Grinnell,Non-Sanctioned 2019\D-III Midwestern Invite 2019
Coe,Non-Sanctioned 2019\Meltdown 2019
Coe,Non-Sanctioned 2019\Old Capitol Open 2019
Drake,Non-Sanctioned 2019\Old Capitol Open 2019
Drake,Non-Sanctioned 2019\Ugly Dome II 2019
Cornell College,Non-Sanctioned 2019\Old Capitol Open 2019
Sanctioned 2019\Western NY D-III College Men's CC,St Lawrence
Sanctioned 2019\Western Southeast D-III College Men's CC,Johnson
Sanctioned 2019\ Hudson Valley D-III College Men's CC,Skidmore
Sanctioned 2019\ Hudson Valley D-III College Men's CC,New Haven
Sanctioned 2019\ Hudson Valley D-III College Men's CC,Vassar
Sanctioned 2019\ Hudson Valley D-III College Men's CC,Hartford
Sanctioned 2019\ Hudson Valley D-III College Men's CC,Saint Rose
Skidmore,Non-Sanctioned 2019\5th Annual West Point Classic
Skidmore,Non-Sanctioned 2019\Spring Awakening 8
Skidmore,Non-Sanctioned 2019\Uprising 8
Hartford,Non-Sanctioned 2019\Tea Cup 2019
Sanctioned 2019\ West Penn D-I College Men's CC,West Virginia
Sanctioned 2019\ West Penn D-I College Men's CC,Slippery Rock
Sanctioned 2019\ West Penn D-I College Men's CC,Edinboro
West Virginia,Non-Sanctioned 2019\Garden State 9
West Virginia,Non-Sanctioned 2019\Huckin' in the Hills VI
Slippery Rock,Non-Sanctioned 2019\Garden State 9
Edinboro,Non-Sanctioned 2019\Chucktown Throwdown XVI
Non-Sanctioned 2019\19th Annual PLU BBQ Open,Parkland
Non-Sanctioned 2019\Air Force Invite 2019,Colorado Cutthroat
Non-Sanctioned 2019\Atlantic City 9,SUNY-New
Non-Sanctioned 2019\Big D in Little d (Open) 2019,Marcus
Non-Sanctioned 2019\Black Penguins Classic 2019,Black Penguins
Non-Sanctioned 2019\Chucktown Throwdown XVI,Wingate
Non-Sanctioned 2019\CWRUL Memorial 2019,University of
Non-Sanctioned 2019\CWRUL Memorial 2019,Trine
University of,Non-Sanctioned 2019\DiscThrow Inferno
University of,Non-Sanctioned 2019\Mash-Up 2019
University of,Non-Sanctioned 2019\New Year Fest 2019
University of,Non-Sanctioned 2019\Tea Cup 2019
University of,Non-Sanctioned 2019\The Mightiest Huck 2019
Non-Sanctioned 2019\Dust Bowl 2019,Arkansas State
Non-Sanctioned 2019\Dust Bowl 2019,Hendrix
Arkansas State,Non-Sanctioned 2019\Shamrock Showdown 2019
Non-Sanctioned 2019\Garden State 9,Fairfield
Non-Sanctioned 2019\Hucktastic Spring 2019,Franklin
Non-Sanctioned 2019\Last Call 10,Reaper Alum
Non-Sanctioned 2019\Last Call 10,Bradley
Non-Sanctioned 2019\LolaPaLweiston,Emerson
Emerson,Non-Sanctioned 2019\Uprising 8
Non-Sanctioned 2019\Meltdown 2019,Southern Illinois
Southern Illinois,Non-Sanctioned 2019\Midwest Throwdown 2019
Non-Sanctioned 2019\Mid-Atlantic Warmup 2019,Drexel University
Drexel University,Non-Sanctioned 2019\Oak Creek Challenge 2019
Non-Sanctioned 2019\Music City Tune-Up 2019,Vanderbilt University
Non-Sanctioned 2019\New Year Fest 2019,The University
Non-Sanctioned 2019\Palouse Open 2019,Central Washington
Non-Sanctioned 2019\Royal Crown Classic 2019,Columbus State
Columbus State,Non-Sanctioned 2019\Tally Classic XIV
Non-Sanctioned 2019\Stanford Open 2019,Seven Hills
Non-Sanctioned 2019\Stanford Open 2019,Coup Red
Non-Sanctioned 2019\Stanford Open 2019,Control
Non-Sanctioned 2019\Trouble in Vegas 2019,Ottawa
Non-Sanctioned 2019\Uprising 8,Amherst Regional
Non-Sanctioned 2019\Uprising 8,Siena
